,Tweets
409,b'Thanks to both Lauras for a bomb chat tonight! As we say in Pidgin - YOU DO WELL!!! @Mrs_Educate @MrsLauraW #AppleEDUchat'
410,b'@Mrs_Educate Thank you  for a great chat! #AppleEduChat'
411,b'@Mrs_Educate Thanks for hosting.Good chat. \nWhat\xe2\x80\x99s on next week? \n#AppleEDUchat'
412,b'Join hosts @Mat6453 &amp; @BenHaydenEDU 16th March 8pm GMT (9pm CET/1pm PT) for a discussion about leading creativity in learning. See a preview of their questions &amp; find resources in the #AppleTeacher Learning Center #AppleEDUChat #EveryoneCanCreate @AppleEDU\nhttps://t.co/xC4xw5V5IN https://t.co/uivMF7NEMR'
413,b'RT @MrsLauraW: A1: A little closer to home @lararikers and @m_mccracken11 have been wonderful inspiration for me over the last 2 year - our\xe2\x80\xa6'
414,b'@MirCWalsh Absolutely. Stereotypes are meant to be proven wrong. #AppleEDUChat'
415,b'Thank you all so much for participating in tonight\xe2\x80\x99s chat and an extra special thank you to @MirCWalsh \xf0\x9f\x92\x90 and @mcoutts81 \xf0\x9f\x91\x8f\xf0\x9f\x8f\xbb for their service to and leadership in the ADE community! #AppleEDUchat'
416,"b'A6: Promote Edtech to those who show passion and interest and those who don\xe2\x80\x99t. The more you learn, the more you creative, the more exciting it becomes for. Celebrate individual\xe2\x80\x99s skill set #AppleEDUchat'"
417,b'@MrsLauraW A6 Acknowledging that there is a need is an important first step. And create and encourage initiatives led by and populated by girls in the school community. #AppleEDUchat'
418,b'@mcoutts81 Learn.from.others - such a key point as any leader!  #AppleEDUchat'
419,"b""Thank you all for joining us tonight! Don't forget to join in next week too!\n\n#AppleEDUchat #IWD2021 #InternationalWomensDay https://t.co/3rwdkUnI1r"""
420,b'@pamelalamela Such a point! Philosophy is often very male dominated so I\xe2\x80\x99m looking beyond on my lessons and looking at other examples of all backgrounds  #AppleEDUchat'
421,"b'A6 engage in meaningful conversations, lead by example, learn from others. #AppleEDUChat'"
422,"b'@Mrs_Educate Further education, higher degrees or skills training #AppleEDUchat Sponsored distance learning maybe? Time out of class?'"
423,"b'@Mrs_Educate Definitely. Also helping them to exercise thinking skills. The temptation of teenage girls is to be shallow, cos their social media idols value material things. What they wear and how they look. Not is using their brains. #AppleEDUchat'"
424,b'A6. I think equality in leadership roles is key. I know it is changing but females can have interest in tech too and they might even be a little better than male colleagues!\xf0\x9f\x98\xb1\xf0\x9f\xa4\xa3#AppleEDUchat'
425,b'@LyndseyBalfe Trying is the best idea! And knowing some won\xe2\x80\x99t suit and that\xe2\x80\x99s ok...and that those things could be the things often pushed on theme based on gender...need a bit of a rebel some times!  #AppleEDUchat'
426,"b""A5: making sure that our resources &amp; language reflect a range of women doing different jobs whether it's play resources like small world models, books with illustrations/photos showing a range of women in different jobs or the posters we put up on displays boards. #AppleEDUchat https://t.co/RnIEMawwKh"""
427,"b'RT @AppleEDU: During this week\xe2\x80\x99s Americas #AppleEDUchat, hosts @TTrzebiatowski and @eh48 will lead a discussion about digital storytelling.\xe2\x80\xa6'"
428,b'@MrsLauraW A6 I think there can be only one way: lead by example. #AppleEDUchat'
429,b'A6: Ensuring diversity in IT departments can also send a powerful message to communities #AppleEDUchat'
430,b'@aliciabankhofer Great idea! So is it about keeping options open?  #AppleEDUchat'
431,b'@MrsLauraW Great ideas! Any specifics what and how?  #AppleEDUchat'
432,"b'@LyndseyBalfe @Mrs_Educate A5: Yes, totally agree! This \xf0\x9f\x99\x8c\xf0\x9f\x8f\xbb #AppleEduChat'"
433,b'@Mrs_Educate One of the reasons I love transition year is students can try subjects and careers that they might have an interest in. #AppleEDUChat'
434,"b'A5 And I do activities promoting computational thinking, letting them learn to think analytically, how to recognise structures and patterns, debug things. We need to develop higher order thinking skills.  #AppleEDUchat'"
435,b'@kmi_edu @NOCpsEd @Loukerr11 @pamelalamela I\xe2\x80\x99m not jealous \xf0\x9f\x98\x95 much #AppleEDUchat'
436,"b'A6: Leaders can open further education pathways in the workplace for women interested in technology, both technical and EdTech #AppleEDUchat'"
437,b'A6: Engage in debate with people. Join Twitter!? Inspire and train. Give people time and a chance to expand what they love #AppleEDUchat'
438,b'@NOCpsEd @MrsLauraW @Loukerr11 @pamelalamela And we have the best craic. So win win. \xf0\x9f\xa4\xb7\xf0\x9f\x8f\xbc\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f\xf0\x9f\x98\x82 #AppleEDUchat'
439,b'Q6: How can school leaders ensure creative approached to gender equality in education #AppleEDUchat https://t.co/9NpWL3J6zJ'
440,"b'@LyndseyBalfe Such a good thing to do. We\xe2\x80\x99re doing virtual Q&amp;As at the moment for teachers, pupils and staff and it\xe2\x80\x99s been so good to hear it and ask. It high impact for sure! #AppleEDUchat'"
441,b'A4: the ADE community is full of women who inspire me like  @LanttoSari @BronwynWrites and so many more! #AppleEDUchat https://t.co/eZ3M6jnqBA'
442,"b""A5 It starts with conversations. Asking them where they see themselves in future. Gently nudging them when they say they want to work in a supermarket or be a hairdresser. \n\xe2\x80\x9cYou could try. What if \xe2\x80\xa6?\xe2\x80\x9d Showing them the path to things they haven't considered :) \n#AppleEDUchat https://t.co/GI4yvpScyd"""
443,b'@kmi_edu @MrsLauraW @NOCpsEd @pamelalamela I couldn\xe2\x80\x99t agree more Karen!!! \xf0\x9f\xa4\x97 We support each other and doing this so well allows us to support our wider teaching community #youcantpourfromanemptycup #AppleEDUchat'
444,b'@pamelalamela @catherinem23 @MirCWalsh @LyndseyBalfe @lancslassrach @kmi_edu @NOCpsEd @Loukerr11 @ClaireJones_HT @eLearning_Laura @fayenicole @brewstami @AStrutin @smalchow @Rooie_Smithy What a list! #AppleEDUchat'
445,b'@techclassrocks @Mrs_Educate Thanks for coming #AppleEDUchat'
446,b'@techclassrocks @MrsLauraW Thanks so much for coming and keep in touch! You\xe2\x80\x99re doing amazing things! #AppleEDUchat'
447,"b'@Mrs_Educate A5 Exposure I showcase the careers they could have, I have had women in different careers come talk to the my students. I want them to know they can follow their passions wherever they may lead. #AppleEDUChat'"
448,b'A4: @catherinem23 @MirCWalsh @LyndseyBalfe @lancslassrach @kmi_edu @NOCpsEd @Loukerr11 @ClaireJones_HT @eLearning_Laura @fayenicole @brewstami @AStrutin @smalchow @Rooie_Smithy and so many more! #AppleEDUchat https://t.co/eZ3M6jnqBA'
449,b'A5: I encourage and push all of our #SEN ss to be the best they can with tech etc.  Unfortunately many will be the lowest paid in society and will need to be competently digi devices to access better deals on energy and more. #AppleEDUchat'
450,"b'Sorry to head out early, but thank you @MrsLauraW and @Mrs_Educate for an inspiring afternoon conversation!  #AppleEDUchat'"
451,b'@mcoutts81 Love from one extreme to the other! No limits and all! Go mini coutts! You inspire me! #AppleEDUchat'
452,b'@Mrs_Educate A5: I guess having studied a predominantly male course at uni (Computer Science) I never really felt like anything was out of reach. So to me it\xe2\x80\x99s just normal that you\xe2\x80\x99d aim for what interests you. So I\xe2\x80\x99d say \xe2\x80\x98live by example\xe2\x80\x99 is the best encouragement. #AppleEDUchat'
453,"b'RT @See_Genius: @Mrs_Educate A5 I don\xe2\x80\x99t. And didn\xe2\x80\x99t. I encouraged students to follow their dreams. If they want to be a badass engineer, go\xe2\x80\xa6'"
454,b'@See_Genius @Mrs_Educate And this is the Netherlands \xf0\x9f\x87\xb3\xf0\x9f\x87\xb1 it\xe2\x80\x99s as if it never comes into the equation  - I love it #AppleEDUchat'
455,b'A5 have I mentioned the littlest person in the house yet? She\xe2\x80\x99s her fathers daughter. Space is her passion as is marine biology. So she either reaches for the stars or explores the deepest depths of the ocean. Either way she\xe2\x80\x99ll see something amazing #AppleEDUChat https://t.co/sWbohZCoPP https://t.co/WqM3n2owZT'
456,b'@techclassrocks Defo! And seeing wants and needs become achievable #AppleEDUchat'
457,"b'@MrsLauraW A4: all you, wonderful ADEs (so nice to \xe2\x80\x98chat\xe2\x80\x99 with you tonight!) but also @lancslassrach  for inspiring me in using #apple technology in MFL and @VipulaSharma1 for pushing me out of my comfort zone and encouraging me be braver! \xe2\x98\xba\xef\xb8\x8f#AppleEduChat'"
458,"b'A5) Being a role model for female students is key, be the female to bring coding, science and D&amp;T opportunities to life, talk about jobs and show an alternative script! #Appleeduchat'"
459,b'@See_Genius So true! I try and show them as much as possible too...exposing is key. So many jobs I\xe2\x80\x99d love to have done but never knew they existed! #AppleEDUchat'
460,b'@aliciabankhofer @BlueprintLearn @cultofpedagogy @msEdtechie @techclassrocks @KZaloudek @seni_bl @lacknere @klassenkrempel @iqberatung @Ines_MueVo @langwitches @M_Heusinger @langwitches work on documentation is something I refer to often #AppleEDUchat'
461,"b""A4: there are literally too many to mention. It will be like a oscars speech where you're scared to leave someone out! #AppleEDUchat https://t.co/eZ3M6jnqBA"""
462,"b""A5:  Being in an elementary school, my Ss aren't thinking about careers yet, but making sure that students see themselves in their learning paves the way for possibilities. #AppleEDUchat https://t.co/sk9Y4Ou0jt"""
463,"b'A5. Every student in my class studies some STEM subjects, we don\xe2\x80\x99t make it an option. When looking at future opportunities I try to encourage students who I see have an interest. I find there are less barriers now than a few years back #AppleEDUChat'"
464,b'@MrsLauraW @pamelalamela @LEGOfoundation This. This over and over! This was me! I know why but sometimes I wish toys we brave enough to go back to this...@LEGO_Group has moved away I feel. Really interesting thing about the use of double faces I\xe2\x80\x99ll try and find! #AppleEDUchat'
465,"b'@Mrs_Educate A5 I don\xe2\x80\x99t. And didn\xe2\x80\x99t. I encouraged students to follow their dreams. If they want to be a badass engineer, go for it. If the want to be badass poets, same thing.  #AppleEDUchat'"
466,b'@pamelalamela @Mrs_Educate Maybe some of your male students will become early years teachers #AppleEDUchat'
467,b'@MrsLauraW @Mrs_Educate @LEGOfoundation I see that expression multiple times everyday in my classroom. The joy of teaching nursery! \xe2\x9d\xa4\xef\xb8\x8f #AppleEDUchat'
468,b'@kmi_edu @MrsLauraW @NOCpsEd @Loukerr11 @pamelalamela This is so true! My fellow leaders in my setting may not know how much they\xe2\x80\x99ve supported or inspired me but they have! Give them a follow too \xf0\x9f\x98\x89 @crozer_kellie @HLC_kings #AppleEDUchat'
469,"b'A4 Again, hard question cos all can\xe2\x80\x99t be named. Allow me to mention @BlueprintLearn @cultofpedagogy @msEdtechie @techclassrocks @MrsLauraW @KZaloudek @seni_bl @lacknere @klassenkrempel @iqberatung @Ines_MueVo. And the late @langwitches &amp; @M_Heusinger \xf0\x9f\x98\xa2 #AppleEDUchat #WomenEdTech https://t.co/YrhIEi1G3j'"
470,"b'A5: #language, exposure, and representation. Picture books are a wonderful way to show all students that everyone can work/play in STEM @andreabeaty @ShandaMcCloskey are 2 of my favourite authors #AppleEDUchat'"
471,b'Q5: How do you encourage female students to follow careers in STEM?\n\n #AppleEDUchat #IWD2021 #InternationalWomensDay https://t.co/I6t828VorI'
472,"b""@MrsLauraW @Mrs_Educate I think because we're a nursery school for 3-4 year olds it's not unusual to have all staff be women. Even when I taught in primary most of my schools were all/predominantly women staff. I don't mind but sometimes I think the children miss out on male representation #appleeduchat"""
473,"b'I wrote the tweet earlier today and didn\xe2\x80\x99t expect you to be here but it is genuine, I promise \xf0\x9f\x98\x8e#AppleEDUchat'"
474,"b'@Mrs_Educate A3: in my last school and my current one, the digital teams / #Edtech sessions have always been led by a team of women ... (only just realised this! \xf0\x9f\x98\x86) #AppleEduChat'"
475,b'A3 at FlowFactory I used to work with many male students how hadn\xe2\x80\x99t succeed in school and embracing CBL and technology often gave them an opportunity to find some passion and new goals.\n #AppleEDUchat https://t.co/CRK7HzZHSx'
476,b'@MrsLauraW A4: I got the bug following an Erasmus project and learned so much from @LanttoSari @catherinem23 @RoisinJohnston1 and since connecting on Twitter @lyndsdive85 @techclassrocks  and so many more. Thank you all. #AppleEDUchat'
477,b'@mcoutts81 @pamelalamela Sounds amazing! Not letting anything get in the way. #AppleEDUchat'
478,b'@Mrs_Educate @pamelalamela I live this ad from the 70s for this very reason #AppleEDUchat @LEGOfoundation #genderequity https://t.co/l4kJnhnDBj'
479,b'@terri_coombs1 @cumiskey_chloe @Williams09Miss @MissAWilson6 Totally agree! No matter what level all can inspire or be inspired! I\xe2\x80\x99ll follow these now! #AppleEDUchat'
480,b'@MrsLauraW A4: I\xe2\x80\x99ve been working so closely with @NOCpsEd @Loukerr11 and @pamelalamela throughout the entire pandemic to support teachers. But the bonus is also the support we give each other! \xf0\x9f\xa5\xb0 #AppleEDUchat'
481,"b'@pamelalamela @Mrs_Educate I had a girl in my class who was an inspiration. She had a life changing condition but didn\xe2\x80\x99t let it stop her dreaming of big things. Robotics, coding and she was a pleasure to teach #AppleEDUChat'"
482,b'@LyndseyBalfe @techclassrocks I know! Imagine when we had even less characters! Could take days! #AppleEDUchat'
483,"b""@LyndseyBalfe @Mrs_Educate And you're amazing at what you do. \xe2\xad\x90\xef\xb8\x8f Smashing stereotypes all over the place! #AppleEDUchat"""
484,b'@MrsLauraW A4 I just love seeing more and more women be founders of and/or leading (edtech) startups. #AppleEDUchat'
485,b'@TomKonsek @PrimaryFutures Ohh who as we are doing this too...fancy sharing contacts? Excellent work! #AppleEDUchat'
486,"b'@cumiskey_chloe @Williams09Miss @MissAWilson6 a4) The women who are just starting out on the Ed Tech journey and are full of ideas, creativity and enthusiasm, they inspire me.   #Appleeduchat'"
487,b'@TomKonsek @PrimaryFutures This sounds great! Maybe they would consider a live stream next year so a wider audience could tune in? #AppleEDUchat'
488,"b'A4 a lot of the women in this chat are my friends, my colleagues and inspire me everyday. There are way too many to name on both sides of the pond but I need to mention @MirCWalsh @lancslassrach @BronwynWrites &amp; @techclassrocks for no other reason than for being you #AppleEDUChat https://t.co/kvT2C6bhSr'"
489,b'@pamelalamela @mcoutts81 Ahh showcase memory...can\xe2\x80\x99t wait till we can share again! #AppleEDUchat'
490,b'@Mrs_Educate I think so. We try to promote an Anti-bias curriculum in school and being explicit with parents and the wider school community is important in that too. #AppleEDUchat'
491,b'@MrsLauraW A4 @MrsLauraW @MirCWalsh @BronwynWrites @LanttoSari @lancslassrach @LyndseyBalfe @RoisinJohnston1 @MissSmith_24 @pamelalamela @ClaireJones_HT @aartidaswani @MissZPatel @LeneLMoen and so many more! #AppleEduChat'
