,Tweets
472,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
473,"b'I\xe2\x80\x99m a dreamer, my head\xe2\x80\x99s in the clouds, I think I might need to #GalaxyTagMyself when my daydreams run away with me \xef\x81\x8a. #SmartTagYoureIt, tell @SamsungMobileSA what you\xe2\x80\x99d tag 1st, enter into the draw to WIN a #GalaxyS21, Smart Tag and Buds pro! Ts&amp;Cs apply'"
474,b'RT @SamsungMobile: It\xe2\x80\x99s all in the details. Literally. Upgrade to epic details with a 108MP camera of the new #GalaxyS21 Ultra that capture\xe2\x80\xa6'
475,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
476,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
477,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
478,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
479,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
480,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
481,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
482,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
483,"b'THAT feeling when you\xe2\x80\x99re late &amp; you can\xe2\x80\x99t find your keys, that\xe2\x80\x99s why I chose #GalaxyTagMyKeys. #SmartTagYoureIt tell @SamsungMobileSA what you would tag 1st &amp; you\xe2\x80\x99re entered into the draw to WIN a #GalaxyS21, Smart Tag &amp; Buds pro! Ts &amp; Cs apply.'"
484,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
485,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
486,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
487,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
488,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
489,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
490,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
491,"b'THAT feeling when you\xe2\x80\x99re late &amp; you can\xe2\x80\x99t find your keys, that\xe2\x80\x99s why I chose #GalaxyTagMyKeys. #SmartTagYoureIt tell @SamsungMobileSA what you would tag 1st &amp; you\xe2\x80\x99re entered into the draw to WIN a #GalaxyS21, Smart Tag &amp; Buds pro! Ts &amp; Cs apply.'"
492,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
493,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
494,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
495,"b'RT @SamsungIndia: It\xe2\x80\x99s easy to record now, &amp; snap later with the new #GalaxyS21 Ultra 5G &amp; its 8K Video Snap feature! Screenshot the first-\xe2\x80\xa6'"
496,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
497,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
498,"b'THAT feeling when you\xe2\x80\x99re late &amp; you can\xe2\x80\x99t find your keys, that\xe2\x80\x99s why I chose #GalaxyTagMyKeys. #SmartTagYoureIt tell @SamsungMobileSA what you would tag 1st &amp; you\xe2\x80\x99re entered into the draw to WIN a #GalaxyS21, Smart Tag &amp; Buds pro! Ts &amp; Cs apply.'"
499,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
500,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
501,"b""@SamsungMobileSA Well it's not a big deal.\nIll just use the #GalaxySmartTag and boom I'm in my car.\n\nIt's simple as that,with Samsung galaxy smart tag everything is made easyyy \n#GalaxySmartTag \n#GalaxyS21 \n#SamsungMobileSA"""
502,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
503,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
504,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
505,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
506,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
507,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
508,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
509,b'RT @SamsungMobile: There\xe2\x80\x99s no such thing as too much zoom. Upgrade to epic zoom with the new #GalaxyS21 Ultra. 100x zoom brings you closer\xe2\x80\xa6'
510,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
511,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
512,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
513,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
514,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
515,"b""It's easy on the eyes \xe2\x80\xa6 in more ways than one.\n\n#GalaxyS21 keeps your eyes happy with an adaptive 120Hz display and blue-light management. Learn more: https://t.co/ira3pLCzQW https://t.co/LWUY18k3qe"""
516,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
517,b'RT @Androidheadline: Win A #Samsung Galaxy S21+ With #Android Headlines - US Giveaway https://t.co/2LEbqUetZn  #GalaxyS21 #giveaway'
518,b'RT @SamsungMobile: All you need to create an epic film? Passion \xf0\x9f\x90\xb6 \xe2\x80\x93 and a phone to bring its passion to life.\n\nLearn more about the #Galaxy\xe2\x80\xa6'
519,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
520,b'Enter now to win a Samsung Galaxy S21+ smartphone! https://t.co/nYixsExVad  #samsung #GalaxyS21 https://t.co/tlRK6jjDem'
521,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
522,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
523,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
524,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
525,"b'Can\xe2\x80\x99t find my car in parking lot = #UtterPanic! With the #GalaxySmartTag, I could tag my car &amp; find it calmly. #SmartTagYoureIt, tell @SamsungMobileSA what your 1st reaction is &amp; enter the draw to WIN a #GalaxyS21, Smart Tag &amp; Buds pro! Ts&amp;Cs apply'"
526,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
527,"b'Can\xe2\x80\x99t find my car in parking lot = #UtterPanic! With the #GalaxySmartTag, I could tag my car &amp; find it calmly. #SmartTagYoureIt, tell @SamsungMobileSA what your 1st reaction is &amp; enter the draw to WIN a #GalaxyS21, Smart Tag &amp; Buds pro! Ts&amp;Cs apply'"
528,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
529,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
530,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
531,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
532,"b'Can\xe2\x80\x99t find my car in parking lot = #UtterPanic! With the #GalaxySmartTag, I could tag my car &amp; find it calmly. #SmartTagYoureIt, tell @SamsungMobileSA what your 1st reaction is &amp; enter the draw to WIN a #GalaxyS21, Smart Tag &amp; Buds pro! Ts&amp;Cs apply'"
533,"b""THAT feeling when you\xe2\x80\x99re late &amp; you can\xe2\x80\x99t find your keys, that\xe2\x80\x99s why I chose #GalaxyTagMyKeys. #SmartTagYoureIt tell @SamsungMobileSA what you would tag 1st &amp; you\xe2\x80\x99re entered into the draw to WIN a #GalaxyS21, Smart Tag &amp; Buds pro! Ts &amp; Cs apply.\nI'll tag my \xf0\x9f\x97\x9dcz thy get lst izili"""
534,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
535,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
536,b'Galaxy S21+ battery life is good @SamsungMobile @SamsungUK @SamsungMobileUS #GalaxyS21 #Samsung https://t.co/qucaxaFpJx'
537,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
538,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
539,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
540,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
541,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
542,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
543,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
544,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
545,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
546,"b'RT @SamsungMobileSA: @NAZEEM_G8 You\xe2\x80\x99ve been entered into the draw to WIN a #GalaxyS21, Smart Tag and Buds pro!  Ts &amp; Cs apply.\n\n The winner\xe2\x80\xa6'"
547,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
548,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
549,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
550,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
551,b'RT @TrueLoveMag: Want to win a #GalaxyS21 Series 5G with @SamsungMobileSA ? Simply tell us what\xe2\x80\x99s your favourite feature. Click here to ent\xe2\x80\xa6'
552,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
553,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
554,"b'I\xe2\x80\x99m a dreamer, my head\xe2\x80\x99s in the clouds, I think I might need to #GalaxyTagMyself when my daydreams run away with me \xef\x81\x8a. #SmartTagYoureIt, tell @SamsungMobileSA what you\xe2\x80\x99d tag 1st, enter into the draw to WIN a #GalaxyS21, Smart Tag and Buds pro! Ts&amp;Cs apply'"
555,"b'Have a lot on my mind so I chose #MemorizeMySpot. With the #GalaxySmartTag, I have 1 less thing to worry about. #SmartTagYoureIt, tell @SamsungMobileSA what your 1st reaction is &amp; enter the draw to WIN a #GalaxyS21, Smart Tag and Buds pro! Ts&amp;Cs apply.'"
556,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
557,"b'My dog is fam but can get into some tricky situations\xef\x81\x8a. I chose #GalaxyTagMyDog to find them whatever they get up to. #SmartTagYoureIt tell @SamsungMobileSA what you\xe2\x80\x99d tag 1st, enter the draw to WIN a #GalaxyS21, Smart Tag &amp; Buds pro! Ts&amp;Cs apply'"
558,b'RT @SamsungMobileSA: Not \xf0\x9d\x98\x86\xf0\x9d\x97\xbc\xf0\x9d\x98\x82 that can\xe2\x80\x99t find your car in the parking \xf0\x9f\x98\x8b With the #GalaxySmartTag you\xe2\x80\x99ll find it so quickly &amp; setting it up i\xe2\x80\xa6'
559,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
560,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
561,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
562,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
563,b'RT @SamsungMobile: There\xe2\x80\x99s no such thing as too much zoom. Upgrade to epic zoom with the new #GalaxyS21 Ultra. 100x zoom brings you closer\xe2\x80\xa6'
564,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
565,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
566,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
567,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
568,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
569,b'@TrueLoveMag @SamsungMobileSA The camera #GalaxyS21 @SamsungMobileSA'
570,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
571,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
572,"b'RT @SamsungMobile: Can your phone capture all the amazing photos, videos, close-ups and angles with a single click? If not, it\xe2\x80\x99s time to up\xe2\x80\xa6'"
573,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
574,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
575,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
576,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
577,"b'Can\xe2\x80\x99t find my car in parking lot = #UtterPanic! With the #GalaxySmartTag, I could tag my car &amp; find it calmly. #SmartTagYoureIt, tell @SamsungMobileSA what your 1st reaction is &amp; enter the draw to WIN a #GalaxyS21, Smart Tag &amp; Buds pro! Ts&amp;Cs apply'"
578,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
579,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
580,b'@TrueLoveMag @SamsungMobileSA #GalaxyS21  @SamsungMobileSA  the camera \xf0\x9f\xa4\xa9\xf0\x9f\xa4\xa9\xf0\x9f\xa4\xa9\xf0\x9f\x92\xaf\xf0\x9f\x92\xaf\xf0\x9f\x92\xaf\xf0\x9f\x92\xaf\n\n#Sponsored'
581,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
582,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
583,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
584,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
585,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
586,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
587,b'RT @TechnicalGuruji: Hello #TGFamily...\n21 #GalaxyS21 Smartphones for you\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\n- LIKE\n- RT with #GalaxyS21 \n- Follow @TechnicalGuruji \n- Ruko\xe2\x80\xa6'
588,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
589,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
590,b'RT @khumz_syd: @TrueLoveMag @SamsungMobileSA @SamsungMobileSA  I love the #GalaxyS21 Single Take camera feature because it enables me to ca\xe2\x80\xa6'
591,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
592,b'RT @TrueLoveMag: Want to win a #GalaxyS21 Series 5G with @SamsungMobileSA ? Simply tell us what\xe2\x80\x99s your favourite feature. Click here to ent\xe2\x80\xa6'
593,b'RT @TechnicalGuruji: LIKE and RT..#GalaxyS21 #TGFamily...\nLove you Guys... https://t.co/6gvp9PHGKS'
