Tweet,Date,Time,Twitter Handle
"@noflufftweets Hi, I’m Courtney. Thanks for your tweet. I’m sorry you’re having this issue. We’d only normally ask you to use the card reader after receiving a new card, resetting your details or setting up new payments. Are you being asked to use it at different times? Feel free to send a DM https://t.co/QCh3PtycmG",2023-05-02,05:44:36,LloydsBank
"@Happyjaw Hi, I’m Courtney. Thanks for your tweet. I’m sorry to see this issue is still ongoing. Did you receive a final response letter from our Complaints team? If so, did they advise why they’re unable to help further with these letters? Feel free to send a DM. https://t.co/QCh3PtycmG",2023-05-02,03:12:32,LloydsBank
"@Leafyville I’m sorry you’re unhappy with the previous response. England isn’t an option as it isn’t an independent country. Rather, we give the UK as an option. I can certainly record your interest in having the countries listed separately ^Courtney",2023-05-02,02:28:12,LloydsBank
"@Leafyville Hi, I'm Keavy. Thanks for getting in touch. You would choose the option United Kingdom.",2023-05-02,01:41:16,LloydsBank
"@RDChoirgirl Hi, I’m Courtney. Thanks for your tweet. We’re available 24/7 through Social Media. Is there something you need help with?",2023-05-01,22:42:12,LloydsBank
"@AnnMere57804406 Hi Ann, thanks for tweeting and a lucky find! Yes, we still accept old pound coins from our customers. Hope that helps. ^Ronnie",2023-05-01,18:53:34,LloydsBank
@goezavin Thanks for confirming. A replacement should be with you around a week to 10 days before your card expires at the end of May. I hope that helps. ^Ronnie.,2023-05-01,18:14:26,LloydsBank
"@Xandae_icecream Hi, I'm Tony. Please call the specific number within the error message you've received (0800 068 4951) and we can look into this further for you.",2023-05-01,17:08:57,LloydsBank
"@saznaz93 I'm sorry about this. Have you checked that these are being entered in the exact format stated? If so, and this is still not working, please call our Club Lloyds team on 0345 3030 303, and we'll look into this further. ^James",2023-05-01,16:24:43,LloydsBank
"@TheAshleyJones Hi there, I'm sorry to read your tweet. Can I ask if this happens when using both mobile data and Wi-Fi? ^Ronnie",2023-05-01,16:06:26,LloydsBank
@saznaz93 Hi Saraniya. I'm sorry to hear this. What's happening when you try to use them? Are you getting a specific error message? ^Tony,2023-05-01,16:05:38,LloydsBank
"@stephenmcdine The team shouldn't be closed today. If you can please press *0 whenever prompted for details, you should bypass the automated system. ^Ronnie",2023-05-01,16:04:04,LloydsBank
"@stephenmcdine Hi, I'm Mike. Sorry to read about your experience. Our phone lines are currently open. Can I ask what number you called?",2023-05-01,15:52:09,LloydsBank
"@PatsyCollins You're very welcome. If you have any further queries, please don’t hesitate to get back in touch. ^Laura",2023-05-01,15:43:38,LloydsBank
"@goezavin Hi there, thanks for getting in touch. Can I please ask what your expiry shows as on your card? ^Ronnie",2023-05-01,15:40:38,LloydsBank
"@PatsyCollins Hi, Patsy. Thanks for getting in touch. Yes, if the sender has access to send funds in this way, then you can still accept a payment. You would just need to provide them with the clubs sort code and account number. Many thanks. ^David.",2023-05-01,15:39:21,LloydsBank
"@FootyFlag Hi, I'm PaulR. Thanks for getting in touch. If your loan repayment is made by Direct Debit, as these aren't collected on weekends or Bank Holidays it'll be taken tomorrow as this is the next working day.",2023-05-01,11:56:50,LloydsBank
@astrastar22 Thanks for taking the time out to provide your lovely feedback! 😀 Enjoy the rest of your day!,2023-05-01,11:34:13,LloydsBank
"@prodigalson62 Hi, Howard. Depending on the type and when the transaction was made on Friday, it may not have been processed before the banking day closed, so would show the date for the next. Debit card transactions, for example, typically take a day or more to process. Hope this helps! ^Mike",2023-05-01,09:48:40,LloydsBank
"@t_r_y_1 You're welcome, enjoy the rest of your day! ^Mike",2023-05-01,09:39:20,LloydsBank
"@ARcrypto12 I understand your frustration, and I'm sorry I can't do more to help here. ^Sophie",2023-05-01,09:36:03,LloydsBank
"@ARcrypto12 Hi, I'm Mike. We do indeed have such a team. Should you need to, you can reach our specialists on  0345 300 0071. Lines are open 8am - 8pm, seven days a week. You may also find the following information useful: https://t.co/kzbIfzlBwH.

Hope this helps!",2023-05-01,09:22:34,LloydsBank
"@Kew1 When using contactless payment methods, such as your phone, for security you will at times have to use the physical card with chip &amp; PIN, Kirsty. This is to ensure you are the cardholder making a legitimate payment. ^PaulR",2023-05-01,09:14:53,LloydsBank
"@Kew1 Hi, I'm Mike. Sorry to hear this, Kirsty. Did this happen contactlessly? If so, did it also fail when you used your card in the reader with your PIN?",2023-05-01,09:08:37,LloydsBank
To better support our #Deaf customers we offer #BSL interpretation on our website through @SignlyApp. You can turn the service on here: https://t.co/TBe918SSgc #ByYourSide #DeafAwarenessWeek https://t.co/LyVtoFtmUt,2023-05-01,07:00:07,LloydsBank
"@Lisa2672 Can you try force closing the app and then relaunching it after restarting your device, Lisa? ^Lynne",2023-05-01,06:51:40,LloydsBank
"@Lisa2672 Hi, I'm PaulR. Thanks for getting in touch, Lisa. We're not aware of any issues logging on. Can I check, is this the issue your sons are having logging on, or yourself? Have you tried resetting your devices, and switching between mobile data and Wi-Fi? DM if preferred.",2023-05-01,06:41:20,LloydsBank
@AmandaKavanag15 Hi I'm Chris. Thanks for your query. Yes it's a legitimate competition. ^ChrisT,2023-04-30,22:58:16,LloydsBank
@frenchtableman Hi Nigel. I'm sorry to hear this. Please call us on 0345 303 0303. Lines are open 8am to 8pm Monday to Saturday and 9am to 6pm on Sundays and Bank Holidays. ^Brian https://t.co/QCh3PtycmG,2023-04-30,22:54:18,LloydsBank
"@yaw_b_ Hi, I'm Brian. I'm sorry to hear this. What happens when you try to log in? Do you get an error messages? Can you log in to the desktop site? https://t.co/QCh3PtycmG",2023-04-30,21:56:11,LloydsBank
@Hkl1786086 Yes but with this being a bank holiday weekend that's why the dates show in the manner as they do. ^ChrisT,2023-04-30,21:35:52,LloydsBank
"@Hkl1786086 If you're using the Mobile App, select&gt;More&gt;Download or view statements. You can download as a .PDF from here to save your device. ^Kieran",2023-04-30,20:17:47,LloydsBank
@Hkl1786086 Okay. If it is a debit card transaction it may take up to 5 days before it will show on your statement. After that point you can download a PDF with it on it. 👍 ^Tony,2023-04-30,20:11:50,LloydsBank
@Hkl1786086 Is this a debit card transaction? Is it pending? ^Keavy,2023-04-30,19:57:07,LloydsBank
"@Hkl1786086 Hi, I'm Tony. Transactions made on a non-working day will be dated the next working day. For this reason a PDF of next month won't be available yet. Will they accept a screenshot?",2023-04-30,19:48:27,LloydsBank
"@frozenandsilent You’re welcome. If you need anything else, please don’t hesitate to get back in touch. ^Jimmy",2023-04-30,18:48:50,LloydsBank
"@frozenandsilent Hi Nikki. Thanks for getting in touch. Your card will expire at the end of May, but you can expect to receive a replacement about a fortnight beforehand. I hope this helps. ^Paul",2023-04-30,18:42:25,LloydsBank
@sandraj68483356 Can you tell me what the message displays on your screen please? ^Keavy,2023-04-30,17:35:22,LloydsBank
@SanchrJ2 Okay. Please click on 'Forgotten your logon details?' on the login page and follow the onscreen instructions to set up new details. ^Tony,2023-04-30,16:01:47,LloydsBank
@Eriy06 You'd simply need to pop into one of our branches with your passport &amp; any cards you still have for the account. My colleagues will be able to arrange the closure for you there &amp; then. ^Graeme,2023-04-30,15:43:18,LloydsBank
@JulieMayhew11 Hi Julie. Thanks for reaching out. The transactions made over the weekend will show on the app once the May tab is generated. That'll happen on Tuesday as it's the next working day. Your husband will still be able to see the transactions on the website in the meantime. ^Jimmy,2023-04-30,15:33:45,LloydsBank
"@Eriy06 You won't be able to access it if it is dormant, sorry. Will you be back in the UK at any point in the future? ^Tony",2023-04-30,15:33:30,LloydsBank
"@Eriy06 Hi I'm Paul. Thanks for your query. If your account is dormant, it would need to be reactivated before you can view it online. Are you in the UK? https://t.co/QCh3PtycmG",2023-04-30,15:27:37,LloydsBank
"@AncientThoth No worries, Dean. Enjoy the rest of the weekend. ^Graeme",2023-04-30,14:37:23,LloydsBank
"@AncientThoth Ok, the screenshot you've provided is for a specific cashback offer. The ""spend £500 on your debit card to receive £5 each month"" is part of our Reward Extras. This is completely separate to the travel money cashback offer, &amp; its terms haven't changed. I hope this helps. ^Graeme",2023-04-30,14:28:56,LloydsBank
@SanchrJ2 Hi I'm Paul. I'm sorry to hear that you're having trouble logging in. What happens on your screen when you enter your details?,2023-04-30,14:04:29,LloydsBank
"@astrastar22 Hi Alison, thanks for getting in touch today. We're unable to access your accounts via Twitter. If you notice any transactions on your account that you don't recognise, please get back in touch. ^Scott",2023-04-30,11:50:41,LloydsBank
"@ash_ayl Glad to hear that you managed to sort it, Ash. Enjoy the rest of your weekend! ^Paul",2023-04-30,11:43:02,LloydsBank
"@astrastar22 Hi, I'm Laura. How can we help?",2023-04-30,11:41:42,LloydsBank
"@xlilycorex Hi, I’m John. Thanks for getting in touch. Whereas we do support Google Pay at Lloyds Bank, we have some Debit Cards that aren’t supported. You can find full information here: https://t.co/PBgAxL6E9A. I hope this information helps. Take care.",2023-04-30,10:33:59,LloydsBank
"@ContactFolk If you also have an Apple Device this will allow you to add a card to their wallet from age 13, so you can go ahead and use this if you wish. ^Laura",2023-04-30,08:45:52,LloydsBank
@ContactFolk Thanks for confirming. For Google Pay you need to wait until you're 16 before your card can be added to your wallet. ^Laura,2023-04-30,08:41:45,LloydsBank
"@ash_ayl Hi, I'm Sophie. Thanks for your tweet. The app should be working as normal. Are you seeing an error message? DM us if you'd prefer.",2023-04-30,08:39:36,LloydsBank
"@ContactFolk Hi, I'm Scott. Thanks for getting in touch today. Just to clarify, how old are you?",2023-04-30,08:37:43,LloydsBank
"@sandraj68483356 OK, let us know how you get on. ^Scott",2023-04-30,07:20:40,LloydsBank
@complainer_mr I'm glad this is now working for you. Feel free to get in touch if you have any queries in the future. ^Gavin,2023-04-29,21:53:47,LloydsBank
@3Mint1 You're very welcome. Take care. ^Julie,2023-04-29,21:49:48,LloydsBank
"@complainer_mr Do we hold the correct contact phone number for you? If so, please delete the app and then download it again. If the problem persists after trying this please call us on 0345 3000 116 (8am-8pm) for further assistance. ^Julie",2023-04-29,21:42:22,LloydsBank
"@3Mint1 Hi, I'm Julie. Yes. You can use your app in Japan as normal. Hope this helps.",2023-04-29,21:35:33,LloydsBank
