,Tweets
1273,b'@motorolaindia moto g10 Power price - 10999 /- \nmoto g30 price - 14999 /- \n\n#motog10power  #motog30 \n#PowerfulAllRounder  #SolidAllRounder  #GuessThePrice  #AsliAllRounders  @motorolaindia \n\n@vjrockind @indiamates @surajsahu32'
1274,"b'@motorolaindia Moto g10 power expected Price \xe2\x82\xb9 10,599/-\nMoto g30 expected Price \xe2\x82\xb9 12,599/-\n #motog10power  #motog30\n@motorolaindia \nTag friends\n@AmarjeetMarwaha \n@MaisuriaChetan'"
1275,"b'RT @Subrata37606833: @motorolaindia @motorolaindia \nMoto G10 Power Price = Rs. 9,999\nMoto G30 Price = Rs. 11,999 \n#motog10power #MotoG30 \nJ\xe2\x80\xa6'"
1276,b'RT @motorolaindia: Wish to win a #PowerfulAllRounder or a #SolidAllRounder? Just #GuessThePrice of both the #AsliAllRounders. #Contest ends\xe2\x80\xa6'
1277,b'RT @motorolaindia: Wish to win a #PowerfulAllRounder or a #SolidAllRounder? Just #GuessThePrice of both the #AsliAllRounders. #Contest ends\xe2\x80\xa6'
1278,"b'@motorolaindia Moto g10 power expected Price \xe2\x82\xb9 10,980/-\nMoto g30 expected Price \xe2\x82\xb9 13,980/-\n #motog10power  #motog30\n@motorolaindia \nTag friends\n@AmarjeetMarwaha @MaisuriaChetan'"
1279,"b'@motorolaindia My guess are- \nMoto G10 Power - \xe2\x82\xb99,990/-\nMoto G30 - \xe2\x82\xb912,990/-\n\n#PowerfulAllRounder #SolidAllRounder #GuessThePrice #AsliAllRounders #Contest #motog10power #motog30 \n@motorolaindia \n\nJoin\n@Anni5690 @Ayushman1234511 @Akash95657070'"
1280,"b'@motorolaindia My guess are\nMoto G10 Power - \xe2\x82\xb99,990/-\nMoto G30 - \xe2\x82\xb912,990/-\n\n#PowerfulAllRounder #SolidAllRounder #GuessThePrice #AsliAllRounders #Contest #motog10power #motog30 \n@motorolaindia \n\nTagging: @LoveAnuraag @stopthestart @sd12dec'"
1281,b'RT @PoojaChouhan22: @motorolaindia Moto g10 power \xf0\x9f\x91\x89 \xe2\x82\xb914999\nMoto g30 \xf0\x9f\x91\x89 \xe2\x82\xb915999\n\n#PowerfulAllRounder #SolidAllRounder #motog10power #motog30 #\xe2\x80\xa6'
1282,"b'RT @sandeep0_07: @motorolaindia #motog10power Rs. 13,999/-\n#MotoG30  Rs. 15,999/-\n@motorolaindia \n#PowerfulAllRounder #SolidAllRounder #Gue\xe2\x80\xa6'"
1283,b'RT @motorolaindia: Wish to win a #PowerfulAllRounder or a #SolidAllRounder? Just #GuessThePrice of both the #AsliAllRounders. #Contest ends\xe2\x80\xa6'
1284,b'RT @motorolaindia: Wish to win a #PowerfulAllRounder or a #SolidAllRounder? Just #GuessThePrice of both the #AsliAllRounders. #Contest ends\xe2\x80\xa6'
1285,b'RT @motorolaindia: Wish to win a #PowerfulAllRounder or a #SolidAllRounder? Just #GuessThePrice of both the #AsliAllRounders. #Contest ends\xe2\x80\xa6'
1286,b'RT @KpParmar98: @motorolaindia Moto g10 power - \xe2\x82\xb914999\nMoto g30 - \xe2\x82\xb915999\n\n#PowerfulAllRounder #SolidAllRounder #motog10power #motog30 #Gues\xe2\x80\xa6'
1287,b'RT @motorolaindia: Wish to win a #PowerfulAllRounder or a #SolidAllRounder? Just #GuessThePrice of both the #AsliAllRounders. #Contest ends\xe2\x80\xa6'
1288,"b'@motorolaindia Moto G10 Power price : \xe2\x82\xb910,999/- \n Moto G30 price : \xe2\x82\xb914,999/-\n#MotoG10power\n#MotoG30\n@motorolaindia\n\nJoin\n@udiwalshubham \n@varshney_disha'"
1289,"b'@motorolaindia My guessed price ,\nFor Moto G10Power price will be \xe2\x82\xb99999\nFor Moto G30 price will be \xe2\x82\xb911999\n#motog10power #MotoG30 @motorolaindia  \n#PowerfulAllrounder  #SolidAllrounder \nJoin-\n@SumitKewat8 @SanjeevMaht0'"
1290,"b'@motorolaindia Right guess price of\n#motog10power is \xe2\x82\xb98999 &amp;\n#motog30 is \xe2\x82\xb911,999\n#PowerfulAllRounder #SolidAllRounder #GuessThePrice #Contest #AsliAllRounders\n@motorolaindia\n\nJoin\n@Pareek197 @UpinKumar9'"
1291,"b'@motorolaindia Moto G10 Power - \xe2\x82\xb912,990/-\nMoto G30 - \xe2\x82\xb915,990/-\n\n#PowerfulAllRounder #SolidAllRounder #GuessThePrice #AsliAllRounders #Contest #motog10power #motog30 @motorolaindia\n\n Join\n@blessedkamal \n@kmudgal101187 \n@K_MChandra \n@GauravP26479152 \n@DJ_Bhayani \n@prashpatel_ \n@mysterioussu'"
1292,b'RT @motorolaindia: Wish to win a #PowerfulAllRounder or a #SolidAllRounder? Just #GuessThePrice of both the #AsliAllRounders. #Contest ends\xe2\x80\xa6'
1293,b'@motorolaindia Moto g10 power: \xe2\x82\xb912999\nMoto g30: \xe2\x82\xb9 14999\n\n#PowerfulAllRounder  \n#SolidAllRounder\n#motog10power\n#motog30\nJoin\n@khemka_nidhi \n@bp051t1ve_pr1ya \n@BhavikaRajaswan \n@chidambar08 \n@kmudgal101187 \n@PritiNivoriya'
1294,"b'@motorolaindia My guess are\nMoto G10 Power - \xe2\x82\xb99,990/-\nMoto G30 - \xe2\x82\xb912,990/-\n#PowerfulAllRounder #SolidAllRounder #GuessThePrice #AsliAllRounders #Contest #motog10power #motog30 \n@motorolaindia \n\n\xf0\x9f\x8c\xa0Join\n@imPriynkaM\n@roopa786\n@luckypri75 \n@pank_10 \n@RaviKum75193040 \n@RaiDutt75855777'"
1295,"b'@motorolaindia #GuessThePrice\nMoto G10 \xe2\x82\xb9  15,499\nMoto G30 \xe2\x82\xb9 17,999 \n#motog10power #motog30 #PowerfulAllRounder #SolidAllRounder #AsliAllRounder #Contest\n@motorolaindia Thank You For Organization This Amazing Contest\xe2\x9d\xa4 \nJoin\n@vinaypal6\n@shekharkapoor25\n@Tiwarijyoti2\n@TiwariNikitaa\n@R1shi_Rish'"
1296,"b'@motorolaindia Moto G10 Power price : \xe2\x82\xb911,999/- \n Moto G30 price : \xe2\x82\xb915,999/-\n#MotoG10power\n#MotoG30\n@motorolaindia\n\nJoin\n@varun4yaars\n@reena_karthik\n@krishna1334\n@SushmaSonu333'"
1297,"b'@motorolaindia Moto G10 Power -) \xe2\x82\xb910,999/-\n\nMoto G30 -) 12,999/-\n\n#PowerfulAllRounder #SolidAllRounder #GuessThePrice #AsliAllRounders #Contest #motog10power #motog30 \n@motorolaindia \n\nTagging \n@AaravS28 \n@Aniketw1551 \n@Vaibhvtweets \n@sanket17_ \n@mysterioussu \n@Param_Sidhu77 \n@Cyclist_Riego'"
1298,b'RT @motorolaindia: Wish to win a #PowerfulAllRounder or a #SolidAllRounder? Just #GuessThePrice of both the #AsliAllRounders. #Contest ends\xe2\x80\xa6'
1299,b'RT @motorolaindia: Wish to win a #PowerfulAllRounder or a #SolidAllRounder? Just #GuessThePrice of both the #AsliAllRounders. #Contest ends\xe2\x80\xa6'
1300,b'@motorolaindia Moto g10 power: \xe2\x82\xb910990\nMoto g30: \xe2\x82\xb9 12990\n\n#PowerfulAllRounder  \n#SolidAllRounder\n#motog10power\n#motog30 \n\n@Dheeraj0893 \n@BhavikaRajaswan \n@Rain_Man25 \n@KDivya18740584 \n@Dheeraj0893 \n@bhavnajain189'
1301,"b'@motorolaindia Moto G10 Power -\xf0\x9f\x91\x89 \xe2\x82\xb913,990/-\nMoto G30 -\xf0\x9f\x91\x89 \xe2\x82\xb915,990/-\n\n#PowerfulAllRounder #SolidAllRounder #GuessThePrice #AsliAllRounders #Contest #motog10power #motog30 @motorolaindia\n\n Join\n@BansalKunjkapil\n@yashgandhi66 \n@toposant55 \n@blessedkamal'"
1302,b'RT @motorolaindia: Wish to win a #PowerfulAllRounder or a #SolidAllRounder? Just #GuessThePrice of both the #AsliAllRounders. #Contest ends\xe2\x80\xa6'
1303,b'RT @motorolaindia: Wish to win a #PowerfulAllRounder or a #SolidAllRounder? Just #GuessThePrice of both the #AsliAllRounders. #Contest ends\xe2\x80\xa6'
1304,"b'@motorolaindia ---&gt;For Moto G10Power price should be \xe2\x82\xb912,999/- \n\n---&gt;For Moto G30 price should be \xe2\x82\xb917,999/-\n\n#motog10power \n\n#MotoG30\n\n@motorolaindia \xe2\x9d\xa4\n\nJoin\n\n@Bharat67791925 \n\n@DishaKeshrani \n\n@Jayanti90714471'"
1305,b'RT @motorolaindia: Wish to win a #PowerfulAllRounder or a #SolidAllRounder? Just #GuessThePrice of both the #AsliAllRounders. #Contest ends\xe2\x80\xa6'
1306,b'RT @motorolaindia: Wish to win a #PowerfulAllRounder or a #SolidAllRounder? Just #GuessThePrice of both the #AsliAllRounders. #Contest ends\xe2\x80\xa6'
1307,"b'@motorolaindia Moto G10Power-\xe2\x82\xb913,999/-\nMoto G30-\xe2\x82\xb915,999/-\n#motog10power #MotoG30\n\n@rockstaryk22 @LakhisaraiFirst @Theignorantsoul'"
1308,"b'@motorolaindia @motorolaindia \nMoto G10 Power Price = Rs. 9,999\nMoto G30 Price = Rs. 11,999 \n#motog10power #MotoG30 \nJoin:\n@PritiNivoriya \n@sengodan4 \n@AbhishekIPLFeak\n@prashpatel_ \n@Antony0762'"
1309,"b'@motorolaindia #motog10power #MotoG30 \n\nMoto G10 Power - 11,499 \nMotoG30 - 15,499 \n\nFriends participate\n@SanthiNaga \n@Amarnat323  \n@kasinathbhogadi'"
1310,"b'RT @v_srikanth70: @motorolaindia \xe2\x96\xaa\xef\xb8\x8fMoto G10 Power ---  \xe2\x82\xb912,999/- \n\n\xe2\x96\xaa\xef\xb8\x8fMoto G30 ---  \xe2\x82\xb917,999/-\n\n#motog10power #motog30 \xf0\x9f\x93\xb1\n#AsliAllRounders \n@m\xe2\x80\xa6'"
1311,"b'RT @Vigneshacc: @motorolaindia My predictions :\nMoto G10 Power -  \xe2\x82\xb912,990/-\nMoto G30 -               \xe2\x82\xb916,990/-\n\n#PowerfulAllRounder #SolidA\xe2\x80\xa6'"
1312,"b'@motorolaindia Moto G10 \xe2\x82\xb9 12,399 and \nMoto G30 \xe2\x82\xb914,399\n #motog10power #motog30\n@motorolaindia \nTag\n@DeyDebsena\n@Raghavendra0703 \n@mysterioussu \n@sudipta_nandy \n@Subhank69937011'"
1313,"b'@motorolaindia @motorolaindia\n#motog10power - \xe2\x82\xb910,999/-\n#motog30 - \xe2\x82\xb914,999\nJoin\n@1DebaratiSen \n@RoflGandhi_ \n@robin_singh_23 \n@3gerardpique \n@KatieHill4CA \n@BrettLee_58 \n@alexisohanian'"
1314,b'@motorolaindia Moto G10 power: \xe2\x82\xb99990\n\nMoto G30: \xe2\x82\xb9 14990\n\n#PowerfulAllRounder  \n#SolidAllRounder\n#motog10power\n#motog30 \n\n@motorolaindia \n\n@AbhishekIPLFeak \n@blessedkamal \n@aakash_beast786 \n@SassyAnokhi_ \n@Pursnani_Simran \n@porwal_sarika'
1315,b'RT @motorolaindia: Wish to win a #PowerfulAllRounder or a #SolidAllRounder? Just #GuessThePrice of both the #AsliAllRounders. #Contest ends\xe2\x80\xa6'
1316,b'RT @motorolaindia: Wish to win a #PowerfulAllRounder or a #SolidAllRounder? Just #GuessThePrice of both the #AsliAllRounders. #Contest ends\xe2\x80\xa6'
1317,b'@motorolaindia Moto g10 power : \xe2\x82\xb914999\nMoto g30 :  \xe2\x82\xb915999\n\n#PowerfulAllRounder #SolidAllRounder #motog10power #motog30 #GuessThePrice #AsliAllRounders \n@motorolaindia\n\nJoin @tushar_unadkat @PopatShital'
1318,b'@motorolaindia Moto g10 power - \xe2\x82\xb912999\nMoto g30 - \xe2\x82\xb9 15999\n\n#PowerfulAllRounder  \n#SolidAllRounder\n#motog10power\n#motog30\nTag\n@iamNedu91 \n@Arul9677'
1319,b'RT @motorolaindia: Wish to win a #PowerfulAllRounder or a #SolidAllRounder? Just #GuessThePrice of both the #AsliAllRounders. #Contest ends\xe2\x80\xa6'
1320,b'RT @motorolaindia: Wish to win a #PowerfulAllRounder or a #SolidAllRounder? Just #GuessThePrice of both the #AsliAllRounders. #Contest ends\xe2\x80\xa6'
1321,b'@motorolaindia Moto G10 power: \xe2\x82\xb99999\nMoto G30: \xe2\x82\xb9 13999\n\n#PowerfulAllRounder  \n#SolidAllRounder\n#motog10power\n#motog30 \nJoin\n@SucharitaS1990\n@HarpreetS95'
1322,b'RT @motorolaindia: Wish to win a #PowerfulAllRounder or a #SolidAllRounder? Just #GuessThePrice of both the #AsliAllRounders. #Contest ends\xe2\x80\xa6'
1323,"b'RT @Theignorantsoul: @motorolaindia @vishalokhanna Moto G10Power - \xe2\x82\xb912,999/- \nMoto G30 - \xe2\x82\xb916,999/-\n#motog10power #MotoG30\n\n@Bittuku2120 @ki\xe2\x80\xa6'"
1324,b'RT @motorolaindia: Wish to win a #PowerfulAllRounder or a #SolidAllRounder? Just #GuessThePrice of both the #AsliAllRounders. #Contest ends\xe2\x80\xa6'
1325,"b'@motorolaindia Moto G10Power-\xe2\x82\xb910,999/-\nMoto G30-\xe2\x82\xb913,999/-\n#motog10power #MotoG30\n\n@Theignorantsoul\n@LakhisaraiFirst\n@jitu2212\n@TausifR32900011'"
1326,b'RT @motorolaindia: Wish to win a #PowerfulAllRounder or a #SolidAllRounder? Just #GuessThePrice of both the #AsliAllRounders. #Contest ends\xe2\x80\xa6'
1327,"b'RT @GoldQueenie4: @motorolaindia #motog10power Rs. 13,999/-\n#MotoG30  Rs. 15,999/-\n@motorolaindia \n#PowerfulAllRounder #SolidAllRounder #Gu\xe2\x80\xa6'"
1328,b'RT @msdraj1998: @motorolaindia Moto g10 power- \xe2\x82\xb910990\nMoto g30-  \xe2\x82\xb912990\n\n#PowerfulAllRounder  \n#SolidAllRounder\n#motog10power\n#motog30  @mo\xe2\x80\xa6'
1329,"b'RT @sandeep0_07: @motorolaindia #motog10power Rs. 13,999/-\n#MotoG30  Rs. 15,999/-\n@motorolaindia \n#PowerfulAllRounder #SolidAllRounder #Gue\xe2\x80\xa6'"
1330,b'@motorolaindia Moto G10 power: \xe2\x82\xb911999\nMoto G30: \xe2\x82\xb9 14999\n\n#PowerfulAllRounder  \n#SolidAllRounder\n#motog10power\n#motog30 \n@motorolaindia \nJoin\n@SanjeevMaht0 @SumitKewat8'
1331,b'RT @motorolaindia: Wish to win a #PowerfulAllRounder or a #SolidAllRounder? Just #GuessThePrice of both the #AsliAllRounders. #Contest ends\xe2\x80\xa6'
1332,"b'@motorolaindia #motog10power 12999\xe2\x82\xb9\n#motog30 15999\xe2\x82\xb9\nBest guess and wish a rebound like Motog original, still working great for me\xf0\x9f\x98\x89'"
1333,b'RT @motorolaindia: Wish to win a #PowerfulAllRounder or a #SolidAllRounder? Just #GuessThePrice of both the #AsliAllRounders. #Contest ends\xe2\x80\xa6'
1334,"b'@motorolaindia Moto g10 power \xe2\x82\xb914,999/_\nMoto  g 30 \xe2\x82\xb9 15,999/_\n\n#PowerfulAllRounder #SolidAllRounder #motog10power #MotoG30 #GuessThePrice #AsliAllRounders \n@motorolaindia \n\nJoin\n@manikumar4144 \n@godsowntalk \n@GargeeGanguly \n@Barbiegiri_ \n@buttter__cup \n@GoldQueenie4 \n@gurgaon_rangers'"
1335,"b'@motorolaindia Moto G10 Power -\xf0\x9f\x91\x89 \xe2\x82\xb913,990/-\xe2\x9c\x85\nMoto G30 -\xf0\x9f\x91\x89 \xe2\x82\xb915,990/-\xe2\x9c\x85\n\n#PowerfulAllRounder #SolidAllRounder #GuessThePrice #AsliAllRounders #Contest #motog10power #motog30 @motorolaindia\n\n Join\n@LuvyaJoshi \n@Gopal29 \n@viennaytiwaarri \n@yashgandhi66 \n@toposant55 \n@blessedkamal \n\xe2\x9d\xa4\xe2\x9d\xa4\xf0\x9f\xa4\x9e\xe2\x9d\xa4\xe2\x9d\xa4\xf0\x9f\xa4\x9e https://t.co/QHNeBT0hAk'"
1336,"b'@motorolaindia I feel\n\n\xf0\x9f\x91\x89Moto G10 Power \xe2\x82\xb912,999/- \n\xf0\x9f\x91\x89Moto G30  \xe2\x82\xb914,999/-\n\n#motog10power #MotoG30\nAm I right team @motorolaindia \xf0\x9f\xa4\x9e\xf0\x9f\xa4\x9e\xf0\x9f\xa4\x9e\n\nWhat about you \n@DivzArjun @blessedkamal @sanchitabhartiy'"
1337,b'RT @motorolaindia: Wish to win a #PowerfulAllRounder or a #SolidAllRounder? Just #GuessThePrice of both the #AsliAllRounders. #Contest ends\xe2\x80\xa6'
1338,"b'@motorolaindia Moto G10 Power 12,990/_\n\nMoto G30  14,990 /_\n\n #PowerfulAllRounder  #SolidAllRounder #GuessThePrice  #AsliAllRounders #Contest  #motog10power  #motog3\n\nTagging \n@cool_bindra @harssh98 @prashantDocean'"
1339,b'RT @motorolaindia: Wish to win a #PowerfulAllRounder or a #SolidAllRounder? Just #GuessThePrice of both the #AsliAllRounders. #Contest ends\xe2\x80\xa6'
1340,b'RT @motorolaindia: Wish to win a #PowerfulAllRounder or a #SolidAllRounder? Just #GuessThePrice of both the #AsliAllRounders. #Contest ends\xe2\x80\xa6'
1341,"b'@motorolaindia For Moto G10Power - 10,999/- \nFor Moto G30 - 14,999/-\n\n#motog10power #MotoG30\n@motorolaindia \nJoin  @afiiyya @angelafii @copykhor @MeenaMishra @yugandhara_p'"
1342,b'RT @motorolaindia: Wish to win a #PowerfulAllRounder or a #SolidAllRounder? Just #GuessThePrice of both the #AsliAllRounders. #Contest ends\xe2\x80\xa6'
1343,"b'@motorolaindia moto g10 POWER: \xe2\x82\xb914,990\nmoto g30: \xe2\x82\xb9 15990\n\n#PowerfulAllRounder  \n#SolidAllRounder\n#motog10power\n#motog30 @motorolaindia \n\n@jaydip4m\n@EmmanuelSediza\n@Pabitra64306318\n@YoutubeWplus1\n@RameshSorathiy6\n@Devangeenee\n@AnitaDubey84\n@nathlalita\n@tankhardik\n@jwalapratap3 https://t.co/vQQ7A5MUIZ'"
1344,b'RT @motorolaindia: Wish to win a #PowerfulAllRounder or a #SolidAllRounder? Just #GuessThePrice of both the #AsliAllRounders. #Contest ends\xe2\x80\xa6'
1345,b'RT @motorolaindia: Wish to win a #PowerfulAllRounder or a #SolidAllRounder? Just #GuessThePrice of both the #AsliAllRounders. #Contest ends\xe2\x80\xa6'
1346,"b'@motorolaindia Expected :- \n#MotoG10Power - \xe2\x82\xb912,999\n#MotoG30 - \xe2\x82\xb914,999\n\n#PowerfulAllRounder #SolidAllRounder #GuessThePrice #AsliAllRounders \n@motorolaindia\n\nTagging :\n@DivzArjun @VHetal https://t.co/WUmyPlHjMi'"
1347,b'@motorolaindia moto g10 Power price - 12999 /- \nmoto g30 price - 14999 /- \n\n#motog10power #motog30 \n#PowerfulAllRounder #SolidAllRounder  #GuessThePrice #AsliAllRounders #Contest @motorolaindia \n\nJoin @RuchikaJain89 @Soni20k @Raghavendra0703  @montu13713 @sweetynsalt'
1348,b'RT @motorolaindia: Wish to win a #PowerfulAllRounder or a #SolidAllRounder? Just #GuessThePrice of both the #AsliAllRounders. #Contest ends\xe2\x80\xa6'
1349,b'RT @motorolaindia: Wish to win a #PowerfulAllRounder or a #SolidAllRounder? Just #GuessThePrice of both the #AsliAllRounders. #Contest ends\xe2\x80\xa6'
1350,"b'@motorolaindia Moto G10 Power - \xe2\x82\xb912,990/-\nMoto G30 - \xe2\x82\xb915,990/-\n\n#PowerfulAllRounder #SolidAllRounder #GuessThePrice #AsliAllRounders #Contest #motog10power #motog30 @motorolaindia\n\n Tagging \xf0\x9f\x92\xa0@Ruchikajain89 \xf0\x9f\x92\xa0@GauravP26479152   \xf0\x9f\x92\xa0@Raghavendra0703 \xf0\x9f\x92\xa0@Sweetynsalt  \xf0\x9f\x92\xa0@Soni20k'"
1351,b'RT @motorolaindia: Wish to win a #PowerfulAllRounder or a #SolidAllRounder? Just #GuessThePrice of both the #AsliAllRounders. #Contest ends\xe2\x80\xa6'
1352,"b'@motorolaindia Moto g30 - \xe2\x82\xb915,999\nMoto g10 power - \xe2\x82\xb913,999\n\n#MotoG30 #motog10power \n@motorolaindia \n\n@nihalsaleem_ @AnazAnfas @CmThalhath'"
1353,"b'@motorolaindia Moto G10Power price should be \xe2\x82\xb912,999/- \nMoto G30 price should be \xe2\x82\xb917,999/-\n#motog10power #MotoG30\n@motorolaindia\n\nJoin @srkfan2021 @itspoo_ja @dashingdude08 @TheGr8BlueWhale @Than0skiller'"
1354,b'RT @motorolaindia: Wish to win a #PowerfulAllRounder or a #SolidAllRounder? Just #GuessThePrice of both the #AsliAllRounders. #Contest ends\xe2\x80\xa6'
1355,"b'@motorolaindia Moto G10Power price should be \xe2\x82\xb912,999/- \nMoto G30 price should be \xe2\x82\xb917,999/-\n#motog10power #MotoG30\n@motorolaindia'"
1356,b'RT @motorolaindia: Wish to win a #PowerfulAllRounder or a #SolidAllRounder? Just #GuessThePrice of both the #AsliAllRounders. #Contest ends\xe2\x80\xa6'
1357,"b'RT @naga220: @motorolaindia Moto G10 Power - \xe2\x82\xb912,990/-\nMoto G30 - \xe2\x82\xb915,990/-\n\n#PowerfulAllRounder #SolidAllRounder #GuessThePrice #AsliAllRo\xe2\x80\xa6'"
1358,b'RT @motorolaindia: Wish to win a #PowerfulAllRounder or a #SolidAllRounder? Just #GuessThePrice of both the #AsliAllRounders. #Contest ends\xe2\x80\xa6'
1359,b'RT @Pareek197: @motorolaindia Moto G10 power: \xe2\x82\xb99990\n\nMoto G30: \xe2\x82\xb9 10990\n\n#PowerfulAllRounder  \n#SolidAllRounder\n#motog10power\n#motog30 \n\n@mo\xe2\x80\xa6'
1360,b'RT @motorolaindia: Wish to win a #PowerfulAllRounder or a #SolidAllRounder? Just #GuessThePrice of both the #AsliAllRounders. #Contest ends\xe2\x80\xa6'
1361,"b'@motorolaindia \xf0\x9f\x91\x89 Moto G10 Power 14,990/-\n\xf0\x9f\x91\x89 Moto G30 15,990/- #motog10power #MotoG30 @motorolaindia    \n\nJoin @abhilashp28645 @sengodan4 @SingerUsha09 @GauravP26479152 @porwal_shilpi @pinkyk1980 @nekkantitsayz @piyushpuri12 @toposant55 @abhilashp28645 @Navyavegi'"
1362,"b'@motorolaindia Moto G10 Power : \xe2\x82\xb910,999/-\n\nMoto G30 : \xe2\x82\xb912,999/-\n\n#PowerfulAllRounder #SolidAllRounder #GuessThePrice #AsliAllRounders #Contest #motog10power #motog30 \n@motorolaindia \n\nJoin @renuabedin \n@khambaty_rehana'"
1363,"b'RT @Gayathrimohan_: @motorolaindia Moto G10 Power : \xe2\x82\xb913,999\nMoto G30 :  \xe2\x82\xb915,990\n\n#motog10power #motog30 \n#PowerfulAllRounder #SolidAllRound\xe2\x80\xa6'"
1364,b'@motorolaindia Moto g10 power - \xe2\x82\xb912999\nMoto g30 - \xe2\x82\xb9 15999\n\n#PowerfulAllRounder  \n#SolidAllRounder\n#motog10power\n#motog30\nTag\n@TamilAmmu18 \n@urspurusoth'
1365,b'RT @motorolaindia: Wish to win a #PowerfulAllRounder or a #SolidAllRounder? Just #GuessThePrice of both the #AsliAllRounders. #Contest ends\xe2\x80\xa6'
1366,b'@motorolaindia Moto g10 power: \xe2\x82\xb910990\nMoto g30: \xe2\x82\xb9 12990\n\n#PowerfulAllRounder  \n#SolidAllRounder\n#motog10power\n#motog30 \n\nTag\n@sam__leez \n@Nitish_nix'
1367,"b'@motorolaindia #motog10power : \xe2\x82\xb912,999/- \n#motog30 : \xe2\x82\xb916,990/- \n@motorolaindia #GuessThePrice \nJoin: \n@Gopal29 \n@ImNitinRoshan \n@rakeysh619 \n@shivam198smart'"
1368,b'RT @motorolaindia: Wish to win a #PowerfulAllRounder or a #SolidAllRounder? Just #GuessThePrice of both the #AsliAllRounders. #Contest ends\xe2\x80\xa6'
1369,"b'@motorolaindia * Moto G10 Power price : \xe2\x82\xb912,999/- \nFor Moto G30 price : \xe2\x82\xb917,999/-\n#MotoG10power\n#MotoG30\n#PowerfulAllRounder\n#SolidAllRounder\n@motorolaindia\n\nJoin\n\n@Rekha_i_am\n@prvzptl\n@Dreamer_Deepika\n@cool_bindra\n@VHetal'"
1370,b'RT @motorolaindia: Wish to win a #PowerfulAllRounder or a #SolidAllRounder? Just #GuessThePrice of both the #AsliAllRounders. #Contest ends\xe2\x80\xa6'
1371,"b'RT @geetztandon: @motorolaindia Muge lgta hai\xf0\x9f\xa4\x94\n\n\xf0\x9f\x91\x89Moto G10 Power \xe2\x82\xb912,999/- \n\xf0\x9f\x91\x89Moto G30  \xe2\x82\xb917,999/-\n\n#motog10power #MotoG30\nAm I right team @mo\xe2\x80\xa6'"
1372,"b'@motorolaindia Moto G10Power - \xe2\x82\xb910,999/- \nMoto G30 - \xe2\x82\xb914,999/-\n#motog10power #MotoG30\n\n@Bittuku2120 @kiranradha_ @mahantakishore @DibyeswarM'"
1373,"b'@motorolaindia Moto G10 Power - \xe2\x82\xb912,449/-\nMoto G30 - \xe2\x82\xb915,999/-\n\n#PowerfulAllRounder #SolidAllRounder #GuessThePrice #AsliAllRounders #motog10power #motog30 @motorolaindia\n\n@itsazeena\n@Jay_parmar17\n@UrvashiBhatt17\n@SitaSingh_'"
1374,b'RT @Ranjank1706: @motorolaindia Moto g10 power - \xe2\x82\xb911999\nMoto g30 - \xe2\x82\xb9 16999\n\n#PowerfulAllRounder  \n#SolidAllRounder\n#motog10power\n#motog30\xe2\x80\xa6'
1375,"b'@motorolaindia @Bharat67791925 ---&gt;For Moto G10Power price should be \xe2\x82\xb912,999/- \n\n---&gt;For Moto G30 price should be \xe2\x82\xb917,999/-\n\n#motog10power \n\n#MotoG30\n\n@motorolaindia \n\nJoin\n\n@Bharat67791925 \n\n@Jayanti90714471 \n\n@deepak_keshrani \n\n@KeshraniChetan'"
1376,b'RT @motorolaindia: Wish to win a #PowerfulAllRounder or a #SolidAllRounder? Just #GuessThePrice of both the #AsliAllRounders. #Contest ends\xe2\x80\xa6'
